-1.612827514648437500e+03,-1.279595565795898438e+02,3.659931945800781250e+02,-3.835973205566406250e+02,-5.814172363281250000e+02
1.013753540039062500e+03,1.138245239257812500e+03,2.926177978515625000e+03,5.521365966796875000e+02,7.284297180175781250e+01
-6.476139526367187500e+02,-2.397074584960937500e+02,1.407703552246093750e+02,5.942600097656250000e+02,2.276409912109375000e+02
1.304515502929687500e+03,5.889998168945312500e+02,-7.258763427734375000e+02,-2.575586509704589844e+01,2.438714294433593750e+02
2.886453857421875000e+03,-8.397276611328125000e+02,7.241671752929687500e+02,-1.665485595703125000e+03,-9.402787475585937500e+02
6.440949096679687500e+02,2.648996093750000000e+03,1.373298461914062500e+03,6.710548706054687500e+02,-8.320462646484375000e+02
-3.540527954101562500e+02,7.587141113281250000e+02,-2.791818847656250000e+02,7.825362548828125000e+02,1.033336029052734375e+02
2.909892333984375000e+03,-1.608578247070312500e+03,-5.530595703125000000e+02,-1.359387207031250000e+03,7.368641357421875000e+02
2.859426757812500000e+03,2.366459960937500000e+03,1.377922973632812500e+03,-2.022775634765625000e+03,-8.222824096679687500e+02
3.349256896972656250e+02,-4.960074462890625000e+02,1.046327438354492188e+02,6.941873168945312500e+01,-2.442056274414062500e+02
7.537197113037109375e+01,2.218377197265625000e+03,-1.158653076171875000e+03,-6.457206420898437500e+02,1.221132080078125000e+03
-6.136712646484375000e+01,6.955859985351562500e+02,3.776002502441406250e+02,5.506960449218750000e+02,-1.013922500610351562e+02
2.771173095703125000e+02,-1.879003601074218750e+02,-8.527855224609375000e+02,1.985788940429687500e+03,-9.614289855957031250e+01
7.799674072265625000e+02,2.980518798828125000e+02,-2.682914733886718750e+02,-3.346170654296875000e+02,4.354114379882812500e+02
1.405464111328125000e+03,1.023973266601562500e+03,1.366182739257812500e+03,-4.053478698730468750e+02,-4.984222412109375000e+01
-2.212285308837890625e+02,-2.199515869140625000e+03,6.709817504882812500e+02,-2.366699981689453125e+02,-7.008562469482421875e+01
-3.337526367187500000e+03,-4.158112792968750000e+02,-1.421238327026367188e+01,5.589799804687500000e+02,-1.657561401367187500e+03
-2.622653808593750000e+02,5.971643829345703125e+01,-1.227826904296875000e+03,-1.383843231201171875e+02,1.639587860107421875e+02
1.525623779296875000e+03,-6.058051757812500000e+02,-8.149385070800781250e+01,7.750221252441406250e+01,2.853191528320312500e+02
-1.469534179687500000e+03,-1.659446105957031250e+02,1.561363281250000000e+03,-7.979739990234375000e+02,8.081028747558593750e+01
-1.258947219848632812e+02,-7.800927734375000000e+02,2.682663154602050781e+01,7.883466339111328125e+01,8.085087280273437500e+02
1.073878662109375000e+03,-2.485932350158691406e+01,-1.076794281005859375e+02,-9.073397827148437500e+02,3.739941024780273438e+01
1.985503906250000000e+03,4.424704895019531250e+02,3.417530517578125000e+02,4.712513732910156250e+01,-1.567233581542968750e+02
-1.367734680175781250e+02,1.010875976562500000e+03,-5.435618209838867188e+01,-5.581889038085937500e+02,1.828285827636718750e+02
-1.775604248046875000e+02,6.148843383789062500e+02,1.382257934570312500e+03,-6.333222656250000000e+02,4.801791687011718750e+02
-1.815126220703125000e+03,1.546805114746093750e+02,-5.642731933593750000e+02,6.866551513671875000e+02,-1.555374755859375000e+03
-3.438934936523437500e+02,-1.433777465820312500e+03,9.920013427734375000e+02,5.984650268554687500e+02,-2.222057647705078125e+02
9.059558868408203125e+00,1.483228393554687500e+03,7.415653686523437500e+02,-2.054889648437500000e+03,-4.953591003417968750e+02
4.999194641113281250e+02,-1.778722290039062500e+03,6.113428955078125000e+02,5.114465026855468750e+02,-1.433103393554687500e+03
-1.975573577880859375e+02,-3.400177612304687500e+02,-9.128392333984375000e+02,1.555655639648437500e+03,-2.248021507263183594e+01
9.058496093750000000e+02,-1.088159912109375000e+03,4.010576171875000000e+02,2.411985931396484375e+02,-7.383863525390625000e+02
2.280168701171875000e+03,2.945660400390625000e+03,-1.429642456054687500e+03,-7.516067504882812500e+02,-4.428018188476562500e+02
1.350167358398437500e+03,8.143930816650390625e+01,6.779047241210937500e+02,1.471879882812500000e+03,-2.553524169921875000e+02
1.806872253417968750e+02,-2.332320404052734375e+02,4.044674377441406250e+02,4.345937805175781250e+02,7.948458862304687500e+01
-3.587216186523437500e+02,-5.525991210937500000e+02,5.932837963104248047e+00,-2.874237365722656250e+02,3.908577880859375000e+02
1.608843261718750000e+03,5.348793334960937500e+02,-5.215025634765625000e+02,-7.987360382080078125e+01,9.571394348144531250e+01
-1.304376708984375000e+03,6.089346923828125000e+02,5.029749145507812500e+02,-1.208011627197265625e+02,9.215927734375000000e+02
-2.045355468750000000e+03,1.011808105468750000e+03,-2.495678222656250000e+03,2.104725097656250000e+03,-5.384003295898437500e+02
1.435216186523437500e+03,2.859422119140625000e+03,1.082512573242187500e+03,7.396356811523437500e+02,-3.087746276855468750e+02
-1.407117176055908203e+01,1.330487365722656250e+02,9.755175018310546875e+01,1.074869018554687500e+03,-2.169821624755859375e+02
1.396232666015625000e+03,1.000937622070312500e+03,-4.064807128906250000e+01,-1.985718261718750000e+03,-3.616976623535156250e+02
-6.405661773681640625e+01,-1.029764648437500000e+03,1.704439941406250000e+03,-1.261959838867187500e+03,-1.284376678466796875e+02
-4.025877075195312500e+02,6.476398925781250000e+02,1.166278442382812500e+03,5.765090942382812500e+02,-9.924209594726562500e+02
-6.664930419921875000e+02,-1.343058837890625000e+03,-1.198545898437500000e+03,-3.756542358398437500e+02,-5.799348144531250000e+02
8.391735839843750000e+02,1.167224609375000000e+03,-6.601141357421875000e+02,-1.624404602050781250e+02,1.989283142089843750e+02
4.762923889160156250e+02,-3.596967163085937500e+02,4.007014770507812500e+02,1.037034149169921875e+02,-2.640753479003906250e+02
-1.442631683349609375e+02,-1.128695556640625000e+03,5.267772216796875000e+02,-1.031121704101562500e+03,7.142485809326171875e+01
-2.494206787109375000e+03,-4.570527343750000000e+02,-1.343031494140625000e+03,9.022368164062500000e+02,-1.187937133789062500e+03
2.682790771484375000e+03,2.311373046875000000e+03,-3.942789840698242188e+01,3.187461547851562500e+02,-4.731191406250000000e+02
-1.824692382812500000e+02,3.157453002929687500e+02,6.119539794921875000e+02,3.969739913940429688e+01,-9.412933349609375000e+02
-2.394126953125000000e+03,-1.443391265869140625e+02,1.664016571044921875e+02,-1.220328979492187500e+03,1.522872070312500000e+03
4.257218627929687500e+02,-5.149652709960937500e+02,-8.767794189453125000e+02,7.479132080078125000e+02,-1.732630615234375000e+02
1.915931518554687500e+03,3.166727600097656250e+02,1.210798492431640625e+02,8.023640136718750000e+02,6.148861694335937500e+02
-7.042108764648437500e+02,-1.211200256347656250e+02,-1.824974975585937500e+02,4.011766052246093750e+02,-6.297702407836914062e+01
2.418012390136718750e+02,-4.989895324707031250e+02,-7.577585449218750000e+02,-9.101444244384765625e+01,2.869626770019531250e+02
-1.961513549804687500e+03,-1.441343627929687500e+03,9.697750854492187500e+02,-1.113092773437500000e+03,4.859586791992187500e+02
6.490264648437500000e+03,3.195948181152343750e+02,-4.658388061523437500e+02,-5.340433349609375000e+02,-1.140131469726562500e+03
-2.495263427734375000e+03,-6.800750732421875000e+02,1.189338012695312500e+03,-4.724999694824218750e+02,-5.592036743164062500e+02
-8.625617675781250000e+02,1.721123199462890625e+02,5.541191406250000000e+02,1.298563842773437500e+02,-6.521151733398437500e+02
-1.732076782226562500e+03,5.877380981445312500e+02,-2.691374511718750000e+02,2.024516906738281250e+02,-1.798071899414062500e+02
9.882682800292968750e+00,8.163166503906250000e+02,-1.210231689453125000e+03,-4.292723999023437500e+02,1.595057373046875000e+02
5.554998779296875000e+02,9.301841430664062500e+02,-1.647976493835449219e+01,1.264889602661132812e+02,4.387792358398437500e+02
1.992381958007812500e+03,-4.998396911621093750e+02,-3.094659423828125000e+02,-7.156307983398437500e+02,-2.486485137939453125e+02
-9.832339286804199219e+00,-6.996875000000000000e+01,9.318336791992187500e+02,7.017185668945312500e+02,4.544661865234375000e+02
-3.675347656250000000e+03,-1.005417602539062500e+03,-1.166176757812500000e+03,2.859318542480468750e+02,-2.629878417968750000e+03
