-0.083333,-1.1087,-0.05
0.083333,-1.1087,-0.05
-0.25,-0.94203,-0.05
-0.083333,-0.94203,-0.05
0.083333,-0.94203,-0.05
0.25,-0.94203,-0.05
-0.41667,-0.77536,-0.05
-0.25,-0.77536,-0.05
-0.083333,-0.77536,-0.05
0.083333,-0.77536,-0.05
0.25,-0.77536,-0.05
0.41667,-0.77536,-0.05
-0.58333,-0.6087,-0.05
-0.41667,-0.6087,-0.05
-0.25,-0.6087,-0.05
-0.083333,-0.6087,-0.05
0.083333,-0.6087,-0.05
0.25,-0.6087,-0.05
0.41667,-0.6087,-0.05
0.58333,-0.6087,-0.05
-0.75,-0.44203,-0.05
-0.58333,-0.44203,-0.05
-0.41667,-0.44203,-0.05
-0.25,-0.44203,-0.05
-0.083333,-0.44203,-0.05
0.083333,-0.44203,-0.05
0.25,-0.44203,-0.05
0.41667,-0.44203,-0.05
0.58333,-0.44203,-0.05
0.75,-0.44203,-0.05
-0.75,-0.27536,-0.05
-0.58333,-0.27536,-0.05
-0.41667,-0.27536,-0.05
-0.083333,-0.27536,-0.05
0.083333,-0.27536,-0.05
0.41667,-0.27536,-0.05
0.58333,-0.27536,-0.05
0.75,-0.27536,-0.05
-0.75,-0.1087,-0.05
-0.58333,-0.1087,-0.05
-0.083333,-0.1087,-0.05
0.083333,-0.1087,-0.05
0.58333,-0.1087,-0.05
0.75,-0.1087,-0.05
-0.75,0.057971,-0.05
-0.58333,0.057971,-0.05
-0.083333,0.057971,-0.05
0.083333,0.057971,-0.05
0.58333,0.057971,-0.05
0.75,0.057971,-0.05
-0.75,0.22464,-0.05
-0.58333,0.22464,-0.05
-0.25,0.22464,-0.05
-0.083333,0.22464,-0.05
0.083333,0.22464,-0.05
0.25,0.22464,-0.05
0.58333,0.22464,-0.05
0.75,0.22464,-0.05
-0.75,0.3913,-0.05
-0.58333,0.3913,-0.05
-0.41667,0.3913,-0.05
-0.25,0.3913,-0.05
-0.083333,0.3913,-0.05
0.083333,0.3913,-0.05
0.25,0.3913,-0.05
0.41667,0.3913,-0.05
0.58333,0.3913,-0.05
0.75,0.3913,-0.05
-0.75,0.55797,-0.05
-0.58333,0.55797,-0.05
-0.41667,0.55797,-0.05
-0.25,0.55797,-0.05
-0.083333,0.55797,-0.05
0.083333,0.55797,-0.05
0.25,0.55797,-0.05
0.41667,0.55797,-0.05
0.58333,0.55797,-0.05
0.75,0.55797,-0.05
-0.75,0.72464,-0.05
-0.58333,0.72464,-0.05
-0.41667,0.72464,-0.05
-0.25,0.72464,-0.05
0.25,0.72464,-0.05
0.41667,0.72464,-0.05
0.58333,0.72464,-0.05
0.75,0.72464,-0.05
-0.75,0.8913,-0.05
-0.58333,0.8913,-0.05
-0.41667,0.8913,-0.05
0.41667,0.8913,-0.05
0.58333,0.8913,-0.05
0.75,0.8913,-0.05
-0.083333,-1.1087,0.05
0.083333,-1.1087,0.05
-0.25,-0.94203,0.05
-0.083333,-0.94203,0.05
0.083333,-0.94203,0.05
0.25,-0.94203,0.05
-0.41667,-0.77536,0.05
-0.25,-0.77536,0.05
-0.083333,-0.77536,0.05
0.083333,-0.77536,0.05
0.25,-0.77536,0.05
0.41667,-0.77536,0.05
-0.58333,-0.6087,0.05
-0.41667,-0.6087,0.05
-0.25,-0.6087,0.05
-0.083333,-0.6087,0.05
0.083333,-0.6087,0.05
0.25,-0.6087,0.05
0.41667,-0.6087,0.05
0.58333,-0.6087,0.05
-0.75,-0.44203,0.05
-0.58333,-0.44203,0.05
-0.41667,-0.44203,0.05
-0.25,-0.44203,0.05
-0.083333,-0.44203,0.05
0.083333,-0.44203,0.05
0.25,-0.44203,0.05
0.41667,-0.44203,0.05
0.58333,-0.44203,0.05
0.75,-0.44203,0.05
-0.75,-0.27536,0.05
-0.58333,-0.27536,0.05
-0.41667,-0.27536,0.05
-0.083333,-0.27536,0.05
0.083333,-0.27536,0.05
0.41667,-0.27536,0.05
0.58333,-0.27536,0.05
0.75,-0.27536,0.05
-0.75,-0.1087,0.05
-0.58333,-0.1087,0.05
-0.083333,-0.1087,0.05
0.083333,-0.1087,0.05
0.58333,-0.1087,0.05
0.75,-0.1087,0.05
-0.75,0.057971,0.05
-0.58333,0.057971,0.05
-0.083333,0.057971,0.05
0.083333,0.057971,0.05
0.58333,0.057971,0.05
0.75,0.057971,0.05
-0.75,0.22464,0.05
-0.58333,0.22464,0.05
-0.25,0.22464,0.05
-0.083333,0.22464,0.05
0.083333,0.22464,0.05
0.25,0.22464,0.05
0.58333,0.22464,0.05
0.75,0.22464,0.05
-0.75,0.3913,0.05
-0.58333,0.3913,0.05
-0.41667,0.3913,0.05
-0.25,0.3913,0.05
-0.083333,0.3913,0.05
0.083333,0.3913,0.05
0.25,0.3913,0.05
0.41667,0.3913,0.05
0.58333,0.3913,0.05
0.75,0.3913,0.05
-0.75,0.55797,0.05
-0.58333,0.55797,0.05
-0.41667,0.55797,0.05
-0.25,0.55797,0.05
-0.083333,0.55797,0.05
0.083333,0.55797,0.05
0.25,0.55797,0.05
0.41667,0.55797,0.05
0.58333,0.55797,0.05
0.75,0.55797,0.05
-0.75,0.72464,0.05
-0.58333,0.72464,0.05
-0.41667,0.72464,0.05
-0.25,0.72464,0.05
0.25,0.72464,0.05
0.41667,0.72464,0.05
0.58333,0.72464,0.05
0.75,0.72464,0.05
-0.75,0.8913,0.05
-0.58333,0.8913,0.05
-0.41667,0.8913,0.05
0.41667,0.8913,0.05
0.58333,0.8913,0.05
0.75,0.8913,0.05
