0,1,4,3,92,93,96,95
2,3,8,7,94,95,100,99
3,4,9,8,95,96,101,100
4,5,10,9,96,97,102,101
6,7,14,13,98,99,106,105
7,8,15,14,99,100,107,106
8,9,16,15,100,101,108,107
9,10,17,16,101,102,109,108
10,11,18,17,102,103,110,109
12,13,22,21,104,105,114,113
13,14,23,22,105,106,115,114
15,16,25,24,107,108,117,116
17,18,27,26,109,110,119,118
18,19,28,27,110,111,120,119
20,21,31,30,112,113,123,122
21,22,32,31,113,114,124,123
24,25,34,33,116,117,126,125
27,28,36,35,119,120,128,127
28,29,37,36,120,121,129,128
30,31,39,38,122,123,131,130
33,34,41,40,125,126,133,132
36,37,43,42,128,129,135,134
38,39,45,44,130,131,137,136
40,41,47,46,132,133,139,138
42,43,49,48,134,135,141,140
44,45,51,50,136,137,143,142
46,47,54,53,138,139,146,145
48,49,57,56,140,141,149,148
50,51,59,58,142,143,151,150
52,53,62,61,144,145,154,153
53,54,63,62,145,146,155,154
54,55,64,63,146,147,156,155
56,57,67,66,148,149,159,158
58,59,69,68,150,151,161,160
60,61,71,70,152,153,163,162
61,62,72,71,153,154,164,163
63,64,74,73,155,156,166,165
64,65,75,74,156,157,167,166
66,67,77,76,158,159,169,168
68,69,79,78,160,161,171,170
69,70,80,79,161,162,172,171
70,71,81,80,162,163,173,172
74,75,83,82,166,167,175,174
75,76,84,83,167,168,176,175
76,77,85,84,168,169,177,176
78,79,87,86,170,171,179,178
79,80,88,87,171,172,180,179
83,84,90,89,175,176,182,181
84,85,91,90,176,177,183,182
