0,1,16,15,100,101,116,115
1,2,17,16,101,102,117,116
2,3,18,17,102,103,118,117
3,4,19,18,103,104,119,118
4,5,20,19,104,105,120,119
5,6,21,20,105,106,121,120
6,7,22,21,106,107,122,121
7,8,23,22,107,108,123,122
8,9,24,23,108,109,124,123
9,10,25,24,109,110,125,124
10,11,26,25,110,111,126,125
11,12,27,26,111,112,127,126
12,13,28,27,112,113,128,127
13,14,29,28,113,114,129,128
15,16,31,30,115,116,131,130
28,29,33,32,128,129,133,132
30,31,35,34,130,131,135,134
32,33,37,36,132,133,137,136
34,35,39,38,134,135,139,138
36,37,41,40,136,137,141,140
38,39,43,42,138,139,143,142
40,41,45,44,140,141,145,144
42,43,47,46,142,143,147,146
44,45,49,48,144,145,149,148
46,47,51,50,146,147,151,150
48,49,53,52,148,149,153,152
50,51,55,54,150,151,155,154
52,53,57,56,152,153,157,156
54,55,59,58,154,155,159,158
56,57,61,60,156,157,161,160
58,59,63,62,158,159,163,162
60,61,65,64,160,161,165,164
62,63,67,66,162,163,167,166
64,65,69,68,164,165,169,168
66,67,71,70,166,167,171,170
68,69,84,83,168,169,184,183
70,71,86,85,170,171,186,185
71,72,87,86,171,172,187,186
72,73,88,87,172,173,188,187
73,74,89,88,173,174,189,188
74,75,90,89,174,175,190,189
75,76,91,90,175,176,191,190
76,77,92,91,176,177,192,191
77,78,93,92,177,178,193,192
78,79,94,93,178,179,194,193
79,80,95,94,179,180,195,194
80,81,96,95,180,181,196,195
81,82,97,96,181,182,197,196
82,83,98,97,182,183,198,197
83,84,99,98,183,184,199,198
