0,1,4,3,114,115,118,117
1,2,5,4,115,116,119,118
3,4,8,7,117,118,122,121
4,5,9,8,118,119,123,122
5,6,10,9,119,120,124,123
7,8,13,12,121,122,127,126
9,10,15,14,123,124,129,128
10,11,16,15,124,125,130,129
12,13,26,25,126,127,140,139
15,16,28,27,129,130,142,141
16,17,29,28,130,131,143,142
17,18,30,29,131,132,144,143
18,19,31,30,132,133,145,144
19,20,32,31,133,134,146,145
20,21,33,32,134,135,147,146
21,22,34,33,135,136,148,147
22,23,35,34,136,137,149,148
23,24,36,35,137,138,150,149
25,26,39,38,139,140,153,152
34,35,45,44,148,149,159,158
35,36,46,45,149,150,160,159
36,37,47,46,150,151,161,160
38,39,50,49,152,153,164,163
39,40,51,50,153,154,165,164
41,42,57,56,155,156,171,170
42,43,58,57,156,157,172,171
43,44,59,58,157,158,173,172
44,45,60,59,158,159,174,173
46,47,62,61,160,161,176,175
47,48,63,62,161,162,177,176
50,51,66,65,164,165,180,179
51,52,67,66,165,166,181,180
53,54,69,68,167,168,183,182
54,55,70,69,168,169,184,183
55,56,71,70,169,170,185,184
56,57,72,71,170,171,186,185
62,63,74,73,176,177,188,187
63,64,75,74,177,178,189,188
66,67,77,76,180,181,191,190
67,68,78,77,181,182,192,191
68,69,79,78,182,183,193,192
74,75,88,87,188,189,202,201
77,78,90,89,191,192,204,203
78,79,91,90,192,193,205,204
79,80,92,91,193,194,206,205
80,81,93,92,194,195,207,206
81,82,94,93,195,196,208,207
82,83,95,94,196,197,209,208
83,84,96,95,197,198,210,209
84,85,97,96,198,199,211,210
85,86,98,97,199,200,212,211
87,88,101,100,201,202,215,214
97,98,103,102,211,212,217,216
98,99,104,103,212,213,218,217
100,101,106,105,214,215,220,219
103,104,108,107,217,218,222,221
104,105,109,108,218,219,223,222
105,106,110,109,219,220,224,223
108,109,112,111,222,223,226,225
109,110,113,112,223,224,227,226
