0,1,16,15,154,155,170,169
1,2,17,16,155,156,171,170
2,3,18,17,156,157,172,171
3,4,19,18,157,158,173,172
4,5,20,19,158,159,174,173
5,6,21,20,159,160,175,174
6,7,22,21,160,161,176,175
7,8,23,22,161,162,177,176
8,9,24,23,162,163,178,177
9,10,25,24,163,164,179,178
10,11,26,25,164,165,180,179
11,12,27,26,165,166,181,180
12,13,28,27,166,167,182,181
13,14,29,28,167,168,183,182
15,16,31,30,169,170,185,184
21,22,33,32,175,176,187,186
22,23,34,33,176,177,188,187
28,29,36,35,182,183,190,189
30,31,38,37,184,185,192,191
32,33,43,42,186,187,197,196
33,34,44,43,187,188,198,197
35,36,49,48,189,190,203,202
37,38,51,50,191,192,205,204
38,39,52,51,192,193,206,205
39,40,53,52,193,194,207,206
40,41,54,53,194,195,208,207
42,43,56,55,196,197,210,209
43,44,57,56,197,198,211,210
45,46,59,58,199,200,213,212
46,47,60,59,200,201,214,213
47,48,61,60,201,202,215,214
48,49,62,61,202,203,216,215
53,54,64,63,207,208,218,217
55,56,66,65,209,210,220,219
56,57,67,66,210,211,221,220
58,59,69,68,212,213,223,222
63,64,71,70,217,218,225,224
65,66,73,72,219,220,227,226
66,67,74,73,220,221,228,227
68,69,76,75,222,223,230,229
70,71,78,77,224,225,232,231
72,73,80,79,226,227,234,233
73,74,81,80,227,228,235,234
75,76,83,82,229,230,237,236
77,78,85,84,231,232,239,238
79,80,87,86,233,234,241,240
80,81,88,87,234,235,242,241
82,83,90,89,236,237,244,243
84,85,95,94,238,239,249,248
86,87,97,96,240,241,251,250
87,88,98,97,241,242,252,251
89,90,100,99,243,244,254,253
91,92,105,104,245,246,259,258
92,93,106,105,246,247,260,259
93,94,107,106,247,248,261,260
94,95,108,107,248,249,262,261
96,97,110,109,250,251,264,263
97,98,111,110,251,252,265,264
99,100,113,112,253,254,267,266
100,101,114,113,254,255,268,267
101,102,115,114,255,256,269,268
102,103,116,115,256,257,270,269
104,105,118,117,258,259,272,271
109,110,120,119,263,264,274,273
110,111,121,120,264,265,275,274
115,116,123,122,269,270,277,276
117,118,125,124,271,272,279,278
119,120,131,130,273,274,285,284
120,121,132,131,274,275,286,285
122,123,138,137,276,277,292,291
124,125,140,139,278,279,294,293
125,126,141,140,279,280,295,294
126,127,142,141,280,281,296,295
127,128,143,142,281,282,297,296
128,129,144,143,282,283,298,297
129,130,145,144,283,284,299,298
130,131,146,145,284,285,300,299
131,132,147,146,285,286,301,300
132,133,148,147,286,287,302,301
133,134,149,148,287,288,303,302
134,135,150,149,288,289,304,303
135,136,151,150,289,290,305,304
136,137,152,151,290,291,306,305
137,138,153,152,291,292,307,306
