0,1,16,15,140,141,156,155
1,2,17,16,141,142,157,156
2,3,18,17,142,143,158,157
3,4,19,18,143,144,159,158
4,5,20,19,144,145,160,159
5,6,21,20,145,146,161,160
6,7,22,21,146,147,162,161
7,8,23,22,147,148,163,162
8,9,24,23,148,149,164,163
9,10,25,24,149,150,165,164
10,11,26,25,150,151,166,165
11,12,27,26,151,152,167,166
12,13,28,27,152,153,168,167
13,14,29,28,153,154,169,168
15,16,31,30,155,156,171,170
28,29,33,32,168,169,173,172
30,31,35,34,170,171,175,174
32,33,47,46,172,173,187,186
34,35,49,48,174,175,189,188
35,36,50,49,175,176,190,189
36,37,51,50,176,177,191,190
37,38,52,51,177,178,192,191
38,39,53,52,178,179,193,192
39,40,54,53,179,180,194,193
41,42,56,55,181,182,196,195
42,43,57,56,182,183,197,196
43,44,58,57,183,184,198,197
44,45,59,58,184,185,199,198
45,46,60,59,185,186,200,199
46,47,61,60,186,187,201,200
53,54,63,62,193,194,203,202
55,56,65,64,195,196,205,204
62,63,67,66,202,203,207,206
64,65,69,68,204,205,209,208
66,67,71,70,206,207,211,210
68,69,73,72,208,209,213,212
70,71,75,74,210,211,215,214
72,73,77,76,212,213,217,216
74,75,84,83,214,215,224,223
76,77,86,85,216,217,226,225
78,79,93,92,218,219,233,232
79,80,94,93,219,220,234,233
80,81,95,94,220,221,235,234
81,82,96,95,221,222,236,235
82,83,97,96,222,223,237,236
83,84,98,97,223,224,238,237
85,86,100,99,225,226,240,239
86,87,101,100,226,227,241,240
87,88,102,101,227,228,242,241
88,89,103,102,228,229,243,242
89,90,104,103,229,230,244,243
90,91,105,104,230,231,245,244
92,93,107,106,232,233,247,246
104,105,109,108,244,245,249,248
106,107,111,110,246,247,251,250
108,109,124,123,248,249,264,263
110,111,126,125,250,251,266,265
111,112,127,126,251,252,267,266
112,113,128,127,252,253,268,267
113,114,129,128,253,254,269,268
114,115,130,129,254,255,270,269
115,116,131,130,255,256,271,270
116,117,132,131,256,257,272,271
117,118,133,132,257,258,273,272
118,119,134,133,258,259,274,273
119,120,135,134,259,260,275,274
120,121,136,135,260,261,276,275
121,122,137,136,261,262,277,276
122,123,138,137,262,263,278,277
123,124,139,138,263,264,279,278
