0,207
0,369
3,210
3,372
6,375
9,378
12,381
15,384
18,387
21,390
24,393
27,249
30,204
30,252
30,399
33,207
33,255
33,402
36,405
39,408
42,411
45,414
48,417
51,420
54,423
60,297
63,246
63,300
66,249
66,303
69,252
84,333
87,294
87,336
90,297
90,339
93,300
120,357
123,330
123,360
126,333
126,363
129,336
168,21
168,390
171,24
171,51
171,354
171,393
174,54
174,357
174,396
177,360
213,51
213,420
216,54
216,72
216,390
216,423
219,57
219,75
219,393
222,78
258,75
261,78
261,108
264,81
264,111
267,114
306,111
309,114
309,156
312,117
312,159
315,162
342,159
345,162
345,201
348,165
348,204
351,207
366,204
369,207
369,249
372,210
372,252
399,252
402,255
426,633
426,795
429,636
429,798
432,801
435,804
438,807
441,810
444,813
447,816
450,819
453,675
456,630
456,678
456,825
459,633
459,681
459,828
462,831
465,834
468,837
471,840
474,843
477,846
480,849
486,723
489,672
489,726
492,675
492,729
495,678
510,759
513,720
513,762
516,723
516,765
519,726
546,783
549,756
549,786
552,759
552,789
555,762
594,447
594,816
597,450
597,477
597,780
597,819
600,480
600,783
600,822
603,786
639,477
639,846
642,480
642,498
642,816
642,849
645,483
645,501
645,819
648,504
684,501
687,504
687,534
690,507
690,537
693,540
732,537
735,540
735,582
738,543
738,585
741,588
768,585
771,588
771,627
774,591
774,630
777,633
792,630
795,633
795,675
798,636
798,678
825,678
828,681
1,208
1,370
4,211
4,373
7,376
10,379
13,382
16,385
19,388
22,391
25,394
28,250
31,205
31,253
31,400
34,208
34,256
34,403
37,406
40,409
43,412
46,415
49,418
52,421
55,424
61,298
64,247
64,301
67,250
67,304
70,253
85,334
88,295
88,337
91,298
91,340
94,301
121,358
124,331
124,361
127,334
127,364
130,337
169,22
169,391
172,25
172,52
172,355
172,394
175,55
175,358
175,397
178,361
214,52
214,421
217,55
217,73
217,391
217,424
220,58
220,76
220,394
223,79
259,76
262,79
262,109
265,82
265,112
268,115
307,112
310,115
310,157
313,118
313,160
316,163
343,160
346,163
346,202
349,166
349,205
352,208
367,205
370,208
370,250
373,211
373,253
400,253
403,256
427,634
427,796
430,637
430,799
433,802
436,805
439,808
442,811
445,814
448,817
451,820
454,676
457,631
457,679
457,826
460,634
460,682
460,829
463,832
466,835
469,838
472,841
475,844
478,847
481,850
487,724
490,673
490,727
493,676
493,730
496,679
511,760
514,721
514,763
517,724
517,766
520,727
547,784
550,757
550,787
553,760
553,790
556,763
595,448
595,817
598,451
598,478
598,781
598,820
601,481
601,784
601,823
604,787
640,478
640,847
643,481
643,499
643,817
643,850
646,484
646,502
646,820
649,505
685,502
688,505
688,535
691,508
691,538
694,541
733,538
736,541
736,583
739,544
739,586
742,589
769,586
772,589
772,628
775,592
775,631
778,634
793,631
796,634
796,676
799,637
799,679
826,679
829,682
2,209
2,371
5,212
5,374
8,377
11,380
14,383
17,386
20,389
23,392
26,395
29,251
32,206
32,254
32,401
35,209
35,257
35,404
38,407
41,410
44,413
47,416
50,419
53,422
56,425
62,299
65,248
65,302
68,251
68,305
71,254
86,335
89,296
89,338
92,299
92,341
95,302
122,359
125,332
125,362
128,335
128,365
131,338
170,23
170,392
173,26
173,53
173,356
173,395
176,56
176,359
176,398
179,362
215,53
215,422
218,56
218,74
218,392
218,425
221,59
221,77
221,395
224,80
260,77
263,80
263,110
266,83
266,113
269,116
308,113
311,116
311,158
314,119
314,161
317,164
344,161
347,164
347,203
350,167
350,206
353,209
368,206
371,209
371,251
374,212
374,254
401,254
404,257
428,635
428,797
431,638
431,800
434,803
437,806
440,809
443,812
446,815
449,818
452,821
455,677
458,632
458,680
458,827
461,635
461,683
461,830
464,833
467,836
470,839
473,842
476,845
479,848
482,851
488,725
491,674
491,728
494,677
494,731
497,680
512,761
515,722
515,764
518,725
518,767
521,728
548,785
551,758
551,788
554,761
554,791
557,764
596,449
596,818
599,452
599,479
599,782
599,821
602,482
602,785
602,824
605,788
641,479
641,848
644,482
644,500
644,818
644,851
647,485
647,503
647,821
650,506
686,503
689,506
689,536
692,509
692,539
695,542
734,539
737,542
737,584
740,545
740,587
743,590
770,587
773,590
773,629
776,593
776,632
779,635
794,632
797,635
797,677
800,638
800,680
827,680
830,683
