0,1,11,10,142,143,153,152
1,2,12,11,143,144,154,153
2,3,13,12,144,145,155,154
3,4,14,13,145,146,156,155
4,5,15,14,146,147,157,156
5,6,16,15,147,148,158,157
6,7,17,16,148,149,159,158
7,8,18,17,149,150,160,159
9,10,22,21,151,152,164,163
10,11,23,22,152,153,165,164
17,18,25,24,159,160,167,166
18,19,26,25,160,161,168,167
20,21,30,29,162,163,172,171
21,22,31,30,163,164,173,172
25,26,37,36,167,168,179,178
26,27,38,37,168,169,180,179
28,29,42,41,170,171,184,183
29,30,43,42,171,172,185,184
30,31,44,43,172,173,186,185
31,32,45,44,173,174,187,186
32,33,46,45,174,175,188,187
34,35,50,49,176,177,192,191
35,36,51,50,177,178,193,192
36,37,52,51,178,179,194,193
37,38,53,52,179,180,195,194
38,39,54,53,180,181,196,195
40,41,58,57,182,183,200,199
41,42,59,58,183,184,201,200
45,46,61,60,187,188,203,202
46,47,62,61,188,189,204,203
48,49,65,64,190,191,207,206
49,50,66,65,191,192,208,207
53,54,68,67,195,196,210,209
54,55,69,68,196,197,211,210
56,57,72,71,198,199,214,213
57,58,73,72,199,200,215,214
61,62,77,76,203,204,219,218
62,63,78,77,204,205,220,219
63,64,79,78,205,206,221,220
64,65,80,79,206,207,222,221
68,69,84,83,210,211,226,225
69,70,85,84,211,212,227,226
72,73,87,86,214,215,229,228
73,74,88,87,215,216,230,229
75,76,92,91,217,218,234,233
76,77,93,92,218,219,235,234
79,80,95,94,221,222,237,236
80,81,96,95,222,223,238,237
82,83,100,99,224,225,242,241
83,84,101,100,225,226,243,242
87,88,103,102,229,230,245,244
88,89,104,103,230,231,246,245
89,90,105,104,231,232,247,246
90,91,106,105,232,233,248,247
91,92,107,106,233,234,249,248
95,96,109,108,237,238,251,250
96,97,110,109,238,239,252,251
97,98,111,110,239,240,253,252
98,99,112,111,240,241,254,253
99,100,113,112,241,242,255,254
103,104,115,114,245,246,257,256
104,105,116,115,246,247,258,257
110,111,120,119,252,253,262,261
111,112,121,120,253,254,263,262
115,116,123,122,257,258,265,264
116,117,124,123,258,259,266,265
118,119,131,130,260,261,273,272
119,120,132,131,261,262,274,273
123,124,134,133,265,266,276,275
124,125,135,134,266,267,277,276
125,126,136,135,267,268,278,277
126,127,137,136,268,269,279,278
127,128,138,137,269,270,280,279
128,129,139,138,270,271,281,280
129,130,140,139,271,272,282,281
130,131,141,140,272,273,283,282
