-1,-1,-0.05
-0.71429,-1,-0.05
-0.42857,-1,-0.05
-0.14286,-1,-0.05
0.14286,-1,-0.05
0.42857,-1,-0.05
0.71429,-1,-0.05
1,-1,-0.05
-1,-0.71429,-0.05
-0.71429,-0.71429,-0.05
-0.42857,-0.71429,-0.05
-0.14286,-0.71429,-0.05
0.14286,-0.71429,-0.05
0.42857,-0.71429,-0.05
0.71429,-0.71429,-0.05
1,-0.71429,-0.05
-1,-0.42857,-0.05
-0.71429,-0.42857,-0.05
0.71429,-0.42857,-0.05
1,-0.42857,-0.05
-1,-0.14286,-0.05
-0.71429,-0.14286,-0.05
0.71429,-0.14286,-0.05
1,-0.14286,-0.05
-1,0.14286,-0.05
-0.71429,0.14286,-0.05
0.71429,0.14286,-0.05
1,0.14286,-0.05
-1,0.42857,-0.05
-0.71429,0.42857,-0.05
0.71429,0.42857,-0.05
1,0.42857,-0.05
-1,0.71429,-0.05
-0.71429,0.71429,-0.05
-0.42857,0.71429,-0.05
-0.14286,0.71429,-0.05
0.14286,0.71429,-0.05
0.42857,0.71429,-0.05
0.71429,0.71429,-0.05
1,0.71429,-0.05
-1,1,-0.05
-0.71429,1,-0.05
-0.42857,1,-0.05
-0.14286,1,-0.05
0.14286,1,-0.05
0.42857,1,-0.05
0.71429,1,-0.05
1,1,-0.05
-1,-1,0.05
-0.71429,-1,0.05
-0.42857,-1,0.05
-0.14286,-1,0.05
0.14286,-1,0.05
0.42857,-1,0.05
0.71429,-1,0.05
1,-1,0.05
-1,-0.71429,0.05
-0.71429,-0.71429,0.05
-0.42857,-0.71429,0.05
-0.14286,-0.71429,0.05
0.14286,-0.71429,0.05
0.42857,-0.71429,0.05
0.71429,-0.71429,0.05
1,-0.71429,0.05
-1,-0.42857,0.05
-0.71429,-0.42857,0.05
0.71429,-0.42857,0.05
1,-0.42857,0.05
-1,-0.14286,0.05
-0.71429,-0.14286,0.05
0.71429,-0.14286,0.05
1,-0.14286,0.05
-1,0.14286,0.05
-0.71429,0.14286,0.05
0.71429,0.14286,0.05
1,0.14286,0.05
-1,0.42857,0.05
-0.71429,0.42857,0.05
0.71429,0.42857,0.05
1,0.42857,0.05
-1,0.71429,0.05
-0.71429,0.71429,0.05
-0.42857,0.71429,0.05
-0.14286,0.71429,0.05
0.14286,0.71429,0.05
0.42857,0.71429,0.05
0.71429,0.71429,0.05
1,0.71429,0.05
-1,1,0.05
-0.71429,1,0.05
-0.42857,1,0.05
-0.14286,1,0.05
0.14286,1,0.05
0.42857,1,0.05
0.71429,1,0.05
1,1,0.05
